Geolocation,Commodity,2010 Annual,2011 Annual,2012 Annual,2013 Annual,2014 Annual,2015 Annual,2016 Annual,2017 Annual,2018 Annual,2019 Annual,2020 Annual,2021 Annual,2022 Annual
..REGION X (NORTHERN MINDANAO),Sapsap [Slipmouth],..,82.94,..,..,..,..,..,..,..,..,..,..,..
..REGION X (NORTHERN MINDANAO),"Shrimp, Suaje [Endeavor prawn]",..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION X (NORTHERN MINDANAO),"Shrimp, Sugpo [Tiger prawn]",..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION X (NORTHERN MINDANAO),Talakitok [Cavalla],..,..,..,..,168.34,150,..,..,..,..,..,..,..
..REGION X (NORTHERN MINDANAO),Tambakol [Yellowfin tuna],55.83,90.88,100.2,106.97,107.71,108.85,107.26,120.06,134.38,156.92,169.52,192.65,210.94
..REGION X (NORTHERN MINDANAO),Tamban [Indian sardines],25.5,35.93,33.23,29.24,30.25,29.44,24.47,35.45,43.3,42.88,31.7,42.48,45.64
..REGION X (NORTHERN MINDANAO),Tanigue [Spanish mackerel],..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION X (NORTHERN MINDANAO),Tilapia,..,69.39,69.91,78.11,85.6,84.17,80.88,94.55,99.12,111.13,129.34,133.06,135.52
..REGION X (NORTHERN MINDANAO),Tulingan [Frigate tuna],61.39,85.68,92.83,92.9,92.47,94.41,91.24,106.57,130.09,130.45,131.55,145.73,136
..REGION X (NORTHERN MINDANAO),White Shrimp,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION XI (DAVAO REGION),Alumahan [Indian mackerel],82.01,85.19,107.62,104.81,114.29,117.65,121.21,131.17,143.74,160.38,163.8,177.78,183.5
..REGION XI (DAVAO REGION),Bangus [Milkfish],95.84,90.2,95.46,98.36,98.43,99.01,98.18,109.82,130.97,134.27,120.05,136.29,160.74
..REGION XI (DAVAO REGION),Bisugo [Threadfin bream],..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION XI (DAVAO REGION),"Crab, Alimasag [Blue crab]",..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION XI (DAVAO REGION),"Dalagang-Bukid, bilog [Caesio]",..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION XI (DAVAO REGION),"Dalagang-Bukid, lapad [Caesio]",..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION XI (DAVAO REGION),Dilis [Anchovies],92.05,97.58,95.92,105.57,108.3,119.2,107.86,113.28,119.51,127.04,149.65,151.45,158.91
..REGION XI (DAVAO REGION),Espada [Hairtail],..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION XI (DAVAO REGION),Galunggong [Roundscad],66.92,79.2,94.75,97.17,102.81,105.69,98.91,111.96,129.69,143.7,150.13,152.87,159.04
..REGION XI (DAVAO REGION),Hasa-hasa [Indo-Pacific mackerel],..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION XI (DAVAO REGION),Kalaso [Lizard fish],..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION XI (DAVAO REGION),Lapu-lapu [Grouper],..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION XI (DAVAO REGION),"Lapu-lapu [Grouper], other than red species",..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION XI (DAVAO REGION),Matang-baka [Big-eyed scad],99.63,102.38,127.84,129.3,129.25,133.8,134.7,139.95,160.95,164.01,168.44,178.13,194.76
..REGION XI (DAVAO REGION),Pusit [Squid],..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION XI (DAVAO REGION),Salay-salay [Crevalle],..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION XI (DAVAO REGION),Sapsap [Slipmouth],..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION XI (DAVAO REGION),"Shrimp, Suaje [Endeavor prawn]",..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION XI (DAVAO REGION),"Shrimp, Sugpo [Tiger prawn]",..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION XI (DAVAO REGION),Talakitok [Cavalla],..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION XI (DAVAO REGION),Tambakol [Yellowfin tuna],115.13,126.03,128.82,123.77,119.03,124.45,126.89,137.38,153.77,171.73,177.95,186.53,188.37
..REGION XI (DAVAO REGION),Tamban [Indian sardines],..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION XI (DAVAO REGION),Tanigue [Spanish mackerel],..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION XI (DAVAO REGION),Tilapia,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION XI (DAVAO REGION),Tulingan [Frigate tuna],60.09,78.9,101.81,109.33,91.9,96.72,92.6,100.56,107.69,119.89,131.72,137.11,143.81
..REGION XI (DAVAO REGION),White Shrimp,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION XII (SOCCSKSARGEN),Alumahan [Indian mackerel],..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION XII (SOCCSKSARGEN),Bangus [Milkfish],..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION XII (SOCCSKSARGEN),Bisugo [Threadfin bream],..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION XII (SOCCSKSARGEN),"Crab, Alimasag [Blue crab]",..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION XII (SOCCSKSARGEN),"Dalagang-Bukid, bilog [Caesio]",..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION XII (SOCCSKSARGEN),"Dalagang-Bukid, lapad [Caesio]",..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION XII (SOCCSKSARGEN),Dilis [Anchovies],..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION XII (SOCCSKSARGEN),Espada [Hairtail],..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION XII (SOCCSKSARGEN),Galunggong [Roundscad],..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION XII (SOCCSKSARGEN),Hasa-hasa [Indo-Pacific mackerel],..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION XII (SOCCSKSARGEN),Kalaso [Lizard fish],..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION XII (SOCCSKSARGEN),Lapu-lapu [Grouper],..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION XII (SOCCSKSARGEN),"Lapu-lapu [Grouper], other than red species",..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION XII (SOCCSKSARGEN),Matang-baka [Big-eyed scad],..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION XII (SOCCSKSARGEN),Pusit [Squid],..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION XII (SOCCSKSARGEN),Salay-salay [Crevalle],..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION XII (SOCCSKSARGEN),Sapsap [Slipmouth],..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION XII (SOCCSKSARGEN),"Shrimp, Suaje [Endeavor prawn]",..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION XII (SOCCSKSARGEN),"Shrimp, Sugpo [Tiger prawn]",..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION XII (SOCCSKSARGEN),Talakitok [Cavalla],..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION XII (SOCCSKSARGEN),Tambakol [Yellowfin tuna],..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION XII (SOCCSKSARGEN),Tamban [Indian sardines],..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION XII (SOCCSKSARGEN),Tanigue [Spanish mackerel],..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION XII (SOCCSKSARGEN),Tilapia,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION XII (SOCCSKSARGEN),Tulingan [Frigate tuna],..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION XII (SOCCSKSARGEN),White Shrimp,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION XIII (CARAGA),Alumahan [Indian mackerel],..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION XIII (CARAGA),Bangus [Milkfish],..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION XIII (CARAGA),Bisugo [Threadfin bream],..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION XIII (CARAGA),"Crab, Alimasag [Blue crab]",..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION XIII (CARAGA),"Dalagang-Bukid, bilog [Caesio]",..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION XIII (CARAGA),"Dalagang-Bukid, lapad [Caesio]",..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION XIII (CARAGA),Dilis [Anchovies],..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION XIII (CARAGA),Espada [Hairtail],..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION XIII (CARAGA),Galunggong [Roundscad],..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION XIII (CARAGA),Hasa-hasa [Indo-Pacific mackerel],..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION XIII (CARAGA),Kalaso [Lizard fish],..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION XIII (CARAGA),Lapu-lapu [Grouper],..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION XIII (CARAGA),"Lapu-lapu [Grouper], other than red species",..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION XIII (CARAGA),Matang-baka [Big-eyed scad],..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION XIII (CARAGA),Pusit [Squid],..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION XIII (CARAGA),Salay-salay [Crevalle],..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION XIII (CARAGA),Sapsap [Slipmouth],..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION XIII (CARAGA),"Shrimp, Suaje [Endeavor prawn]",..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION XIII (CARAGA),"Shrimp, Sugpo [Tiger prawn]",..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION XIII (CARAGA),Talakitok [Cavalla],..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION XIII (CARAGA),Tambakol [Yellowfin tuna],..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION XIII (CARAGA),Tamban [Indian sardines],..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION XIII (CARAGA),Tanigue [Spanish mackerel],..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION XIII (CARAGA),Tilapia,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION XIII (CARAGA),Tulingan [Frigate tuna],..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION XIII (CARAGA),White Shrimp,..,..,..,..,..,..,..,..,..,..,..,..,..
..AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Alumahan [Indian mackerel],..,..,..,..,..,..,..,..,..,..,..,..,..
..AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Bangus [Milkfish],..,..,..,..,..,..,..,..,..,..,..,..,..
..AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Bisugo [Threadfin bream],..,..,..,..,..,..,..,..,..,..,..,..,..
..AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),"Crab, Alimasag [Blue crab]",..,..,..,..,..,..,..,..,..,..,..,..,..
..AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),"Dalagang-Bukid, bilog [Caesio]",..,..,..,..,..,..,..,..,..,..,..,..,..
..AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),"Dalagang-Bukid, lapad [Caesio]",..,..,..,..,..,..,..,..,..,..,..,..,..
..AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Dilis [Anchovies],..,..,..,..,..,..,..,..,..,..,..,..,..
..AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Espada [Hairtail],..,..,..,..,..,..,..,..,..,..,..,..,..
..AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Galunggong [Roundscad],..,..,..,..,..,..,..,..,..,..,..,..,..
..AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Hasa-hasa [Indo-Pacific mackerel],..,..,..,..,..,..,..,..,..,..,..,..,..
..AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Kalaso [Lizard fish],..,..,..,..,..,..,..,..,..,..,..,..,..
..AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Lapu-lapu [Grouper],..,..,..,..,..,..,..,..,..,..,..,..,..
..AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),"Lapu-lapu [Grouper], other than red species",..,..,..,..,..,..,..,..,..,..,..,..,..
..AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Matang-baka [Big-eyed scad],..,..,..,..,..,..,..,..,..,..,..,..,..
..AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Pusit [Squid],..,..,..,..,..,..,..,..,..,..,..,..,..
..AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Salay-salay [Crevalle],..,..,..,..,..,..,..,..,..,..,..,..,..
..AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Sapsap [Slipmouth],..,..,..,..,..,..,..,..,..,..,..,..,..
..AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),"Shrimp, Suaje [Endeavor prawn]",..,..,..,..,..,..,..,..,..,..,..,..,..
..AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),"Shrimp, Sugpo [Tiger prawn]",..,..,..,..,..,..,..,..,..,..,..,..,..
..AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Talakitok [Cavalla],..,..,..,..,..,..,..,..,..,..,..,..,..
..AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Tambakol [Yellowfin tuna],..,..,..,..,..,..,..,..,..,..,..,..,..
..AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Tamban [Indian sardines],..,..,..,..,..,..,..,..,..,..,..,..,..
..AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Tanigue [Spanish mackerel],..,..,..,..,..,..,..,..,..,..,..,..,..
..AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Tilapia,..,..,..,..,..,..,..,..,..,..,..,..,..
..AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Tulingan [Frigate tuna],..,..,..,..,..,..,..,..,..,..,..,..,..
..AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),White Shrimp,..,..,..,..,..,..,..,..,..,..,..,..,..
